Accident_Index,Accident_Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_District,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70316,19-06-2021,Friday,JC_1,T or staggered junction,Slight,51.484282,Daylight,Rushmoor,H1,-0.159242,2,2,Metropolitan Police,Dry,R2,30,13:35,Urban,W1,Car
200901BS70317,16-06-2021,Tuesday,JC_1,Crossroads,Slight,51.486145,Daylight,Basingstoke and Deane,H1,-0.180628,1,2,Metropolitan Police,Dry,R2,30,12:34,Urban,W1,Bus or coach (17 or more pass seats)
200901BS70318,18-06-2021,Thursday,JC_2,T or staggered junction,Slight,51.502044,Daylight,Isle of Wight,H1,-0.19109,1,2,Metropolitan Police,Dry,R2,30,08:01,Urban,W1,Car
200901BS70319,17-06-2021,Wednesday,JC_3,T or staggered junction,Slight,51.494517,Daylight,Hart,H1,-0.169634,1,2,Metropolitan Police,Dry,R2,30,18:03,Urban,W1,Car
200901BS70320,19-06-2021,Friday,JC_1,T or staggered junction,Serious,51.505849,Daylight,Portsmouth,H1,-0.210536,2,2,Metropolitan Police,Dry,R2,30,13:11,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70321,17-06-2021,Wednesday,JC_2,Not at junction or within 20 metres,Slight,51.49185,Daylight,Fareham,H1,-0.171614,1,1,Metropolitan Police,Dry,R2,30,11:40,Urban,W1,Car
200901BS70324,20-06-2021,Saturday,JC_3,T or staggered junction,Slight,51.499686,Daylight,Southampton,H1,-0.183979,1,2,Metropolitan Police,Dry,R2,30,12:43,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70325,26-03-2021,Thursday,JC_2,T or staggered junction,Slight,51.492659,Daylight,East Hampshire,H1,-0.200681,1,1,Metropolitan Police,Dry,R3,30,11:30,Urban,W1,Car
200901BS70326,14-08-2021,Friday,JC_2,Not at junction or within 20 metres,Slight,51.512947,Daylight,Winchester,H1,-0.204205,1,1,Metropolitan Police,Dry,R2,30,07:25,Urban,W1,Car
200901BS70327,23-06-2021,Tuesday,JC_2,Crossroads,Slight,51.482076,Daylight,Gosport,H1,-0.173445,1,2,Metropolitan Police,Dry,R2,30,13:30,Urban,W1,Car
200901BS70328,26-06-2021,Friday,JC_1,Crossroads,Slight,51.52456,Daylight,New Forest,H1,-0.210956,1,2,Metropolitan Police,Dry,R1,30,15:40,Urban,W1,Car
200901BS70329,28-06-2021,Sunday,JC_3,Crossroads,Slight,51.486015,Daylight,Eastleigh,H1,-0.172279,1,2,Metropolitan Police,Dry,R2,30,22:50,Urban,W1,Car
200901BS70330,25-06-2021,Thursday,JC_3,T or staggered junction,Slight,51.525339,Darkness - lights lit,Test Valley,H1,-0.214818,2,2,Metropolitan Police,Dry,R2,30,12:48,Urban,W1,Car
200901BS70331,25-06-2021,Thursday,JC_3,Not at junction or within 20 metres,Slight,51.501768,Daylight,Havant,H1,-0.184905,1,1,Metropolitan Police,Dry,R2,30,19:30,Urban,W1,Car
200901BS70332,27-06-2021,Saturday,JC_2,Not at junction or within 20 metres,Slight,51.490683,Daylight,Elmbridge,H1,-0.183328,1,2,Metropolitan Police,Dry,R2,30,20:04,Urban,W1,Car
200901BS70333,21-06-2021,Sunday,JC_2,Not at junction or within 20 metres,Slight,51.504054,Daylight,Mole Valley,H1,-0.216658,1,3,Metropolitan Police,Dry,R4,30,19:25,Urban,W1,Car
200901BS70334,29-06-2021,Monday,JC_2,Crossroads,Serious,51.494685,Daylight,Runnymede,H1,-0.192101,2,2,Metropolitan Police,Dry,R3,30,08:30,Urban,W1,Car
200901BS70335,24-06-2021,Wednesday,JC_1,Roundabout,Slight,51.493031,Daylight,Epsom and Ewell,H1,-0.183955,1,2,Metropolitan Police,Dry,R2,30,16:35,Urban,W1,Car
200901BS70336,27-06-2021,Saturday,JC_2,T or staggered junction,Slight,51.515172,Daylight,Guildford,H1,-0.208585,1,2,Metropolitan Police,Dry,R2,30,15:32,Urban,W1,Car
200901BS70337,21-06-2021,Sunday,JC_1,Mini-roundabout,Slight,51.48771,Daylight,Spelthorne,H1,-0.188776,1,2,Metropolitan Police,Dry,R2,30,17:57,Urban,W1,Car
200901BS70338,29-06-2021,Monday,JC_1,Crossroads,Slight,51.48483,Daylight,Reigate and Banstead,H1,-0.182841,1,2,Metropolitan Police,Dry,R2,30,09:20,Urban,W1,Car
200901BS70339,23-06-2021,Tuesday,JC_2,Crossroads,Slight,51.493966,Daylight,Waverley,H1,-0.174698,1,2,Metropolitan Police,Dry,R2,30,18:30,Urban,W1,Car
200901BS70340,30-06-2021,Tuesday,JC_1,T or staggered junction,Slight,51.494593,Daylight,Surrey Heath,H1,-0.168767,1,1,Metropolitan Police,Dry,R2,30,12:00,Urban,W1,Car
200901BS70341,30-06-2021,Tuesday,JC_1,More than 4 arms (not roundabout),Serious,51.495811,Daylight,Woking,H1,-0.171887,1,3,Metropolitan Police,Dry,R2,30,11:37,Urban,W2,Car
200901BS70342,25-06-2021,Thursday,JC_2,T or staggered junction,Slight,51.493761,Daylight,Tandridge,H1,-0.178884,1,1,Metropolitan Police,Dry,R3,30,16:50,Urban,W1,Car
200901BS70343,23-06-2021,Tuesday,JC_1,T or staggered junction,Slight,51.494087,Daylight,Medway,H1,-0.182473,1,1,Metropolitan Police,Dry,R2,30,16:08,Urban,W1,Car
200901BS70344,15-06-2021,Monday,JC_2,Crossroads,Slight,51.527783,Daylight,Dartford,H1,-0.215876,1,1,Metropolitan Police,Wet or damp,R2,30,22:55,Urban,W1,Car
200901BS70345,02-07-2021,Thursday,JC_2,T or staggered junction,Slight,51.482074,Darkness - lights lit,Gravesham,H1,-0.173301,1,2,Metropolitan Police,Dry,R2,30,21:45,Urban,W1,Car
200901BS70346,03-07-2021,Friday,JC_2,T or staggered junction,Slight,51.48342,Darkness - lights lit,Tonbridge and Malling,H1,-0.167342,1,1,Metropolitan Police,Dry,R2,30,07:37,Urban,W1,Car
200901BS70347,05-07-2021,Sunday,JC_3,Crossroads,Slight,51.501766,Daylight,Canterbury,H1,-0.184761,1,2,Metropolitan Police,Dry,R2,30,14:11,Urban,W3,Motorcycle over 500cc
200901BS70348,04-07-2021,Saturday,JC_2,Crossroads,Slight,51.489442,Daylight,Thanet,H1,-0.190292,2,2,Metropolitan Police,Dry,R2,30,19:10,Urban,W1,Car
200901BS70349,03-07-2021,Friday,JC_1,Not at junction or within 20 metres,Serious,51.490517,Daylight,Swale,H1,-0.178437,1,2,Metropolitan Police,Dry,R2,30,20:00,Urban,W1,Car
200901BS70350,03-07-2021,Friday,JC_2,Crossroads,Slight,51.484361,Daylight,Maidstone,H1,-0.175802,1,2,Metropolitan Police,Dry,R2,30,08:42,Urban,W1,Car
200901BS70351,03-07-2021,Friday,JC_1,Crossroads,Slight,51.487657,Daylight,Tunbridge Wells,H1,-0.168036,1,2,Metropolitan Police,Dry,R2,30,18:45,Urban,W1,Car
200901BS70352,02-07-2021,Thursday,JC_3,Crossroads,Slight,51.507623,Daylight,Sevenoaks,H1,-0.21479,1,2,Metropolitan Police,Dry,R2,30,23:00,Urban,W1,Motorcycle 125cc and under
200901BS70353,01-07-2021,Wednesday,JC_1,T or staggered junction,Slight,51.51417,Darkness - lights lit,Shepway,H1,-0.20776,1,2,Metropolitan Police,Dry,R2,30,20:40,Urban,W1,Car
200901BS70354,27-06-2021,Saturday,JC_2,Not at junction or within 20 metres,Serious,51.493607,Darkness - lights lit,Ashford,H1,-0.16895,1,2,Metropolitan Police,Dry,R2,30,09:30,Urban,W1,Car
200901BS70355,04-07-2021,Saturday,JC_1,Crossroads,Slight,51.487637,Daylight,Dover,H1,-0.178264,1,1,Metropolitan Police,Dry,R2,30,16:30,Urban,W1,Car
200901BS70356,24-06-2021,Wednesday,JC_2,T or staggered junction,Slight,51.489535,Daylight,Brighton and Hove,H1,-0.155861,1,2,Metropolitan Police,Dry,R2,30,08:45,Urban,W1,Car
200901BS70357,05-07-2021,Sunday,JC_1,Crossroads,Serious,51.495361,Daylight,Worthing,H1,-0.177668,1,2,Metropolitan Police,Dry,R2,30,13:30,Urban,W1,Car
200901BS70358,24-06-2021,Wednesday,JC_2,Crossroads,Slight,51.494756,Daylight,Hastings,H1,-0.185039,1,2,Metropolitan Police,Dry,R2,30,15:40,Urban,W1,Car
200901BS70359,25-06-2021,Thursday,JC_1,T or staggered junction,Slight,51.485581,Daylight,Horsham,H1,-0.173305,1,2,Metropolitan Police,Dry,R2,30,09:00,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70360,27-06-2021,Saturday,JC_2,T or staggered junction,Slight,51.507206,Daylight,Wealden,H1,-0.205151,1,2,Metropolitan Police,Wet or damp,R2,30,19:05,Urban,W1,Car
200901BS70361,07-07-2021,Tuesday,JC_1,Crossroads,Slight,51.520005,Daylight,Lewes,H1,-0.224828,1,2,Metropolitan Police,Dry,R4,30,12:00,Urban,W1,Car
200901BS70362,10-07-2021,Friday,JC_1,T or staggered junction,Slight,51.511621,Daylight,Mid Sussex,H1,-0.194025,1,2,Metropolitan Police,Dry,R2,30,08:34,Urban,W1,Car
200901BS70364,10-07-2021,Friday,JC_1,Roundabout,Slight,51.521272,Daylight,Eastbourne,H1,-0.213535,1,2,Metropolitan Police,Dry,R2,30,17:00,Urban,W3,Bus or coach (17 or more pass seats)
200901BS70365,08-07-2021,Wednesday,JC_1,T or staggered junction,Slight,51.512346,Daylight,Crawley,H1,-0.21792,1,1,Metropolitan Police,Dry,R2,30,13:18,Urban,W1,Car
200901BS70366,06-07-2021,Monday,JC_1,T or staggered junction,Slight,51.494756,Daylight,Rother,H1,-0.185039,1,2,Metropolitan Police,Wet or damp,R2,30,15:20,Urban,W1,Car
200901BS70367,10-07-2021,Friday,JC_2,T or staggered junction,Slight,51.502577,Daylight,Arun,H1,-0.214123,1,2,Metropolitan Police,Dry,R2,30,15:36,Urban,W1,Car
200901BS70368,08-07-2021,Wednesday,JC_3,T or staggered junction,Slight,51.496471,Daylight,Chichester,H1,-0.173878,1,2,Metropolitan Police,Wet or damp,R2,30,16:23,Urban,W1,Car
200901BS70369,11-07-2021,Saturday,JC_2,Crossroads,Slight,51.49265,Daylight,Adur,H1,-0.200105,1,2,Metropolitan Police,Dry,R3,30,11:50,Urban,W3,Car
200901BS70371,08-07-2021,Wednesday,JC_3,Not at junction or within 20 metres,Slight,51.486451,Daylight,Cornwall,H1,-0.171397,1,2,Metropolitan Police,Dry,R2,30,10:00,Urban,W1,Car
200901BS70372,04-07-2021,Saturday,JC_1,Crossroads,Slight,51.488493,Daylight,Kerrier,H1,-0.181255,1,2,Metropolitan Police,Dry,R2,30,08:51,Urban,W3,Car
200901BS70373,09-07-2021,Thursday,JC_3,Not at junction or within 20 metres,Slight,51.499201,Daylight,Penwith,H1,-0.164404,2,1,Metropolitan Police,Dry,R2,30,08:10,Urban,W1,Car
200901BS70374,10-07-2021,Friday,JC_3,Crossroads,Slight,51.503495,Daylight,North Cornwall,H1,-0.215384,1,2,Metropolitan Police,Dry,R2,30,10:09,Urban,W1,Motorcycle over 500cc
200901BS70375,14-07-2021,Tuesday,JC_3,Not at junction or within 20 metres,Slight,51.491899,Daylight,Caradon,H1,-0.157494,1,2,Metropolitan Police,Dry,R2,30,15:40,Urban,W1,Car
200901BS70376,14-07-2021,Tuesday,JC_1,Not at junction or within 20 metres,Slight,51.482582,Daylight,Plymouth,H1,-0.171264,1,2,Metropolitan Police,Dry,R2,30,18:30,Urban,W2,Car
200901BS70377,06-07-2021,Monday,JC_1,Not at junction or within 20 metres,Slight,51.500477,Daylight,Torbay,H1,-0.194465,1,2,Metropolitan Police,Dry,R1,30,15:15,Urban,W1,Car
200901BS70378,13-07-2021,Monday,JC_1,T or staggered junction,Slight,51.499455,Daylight,North Devon,H1,-0.209922,1,3,Metropolitan Police,Dry,R2,30,15:30,Urban,W1,Car
200901BS70379,17-05-2021,Sunday,JC_1,T or staggered junction,Slight,51.51508,Daylight,Torridge,H1,-0.208445,1,2,Metropolitan Police,Dry,R2,30,14:15,Urban,W1,Car
200901BS70380,14-07-2021,Tuesday,JC_1,T or staggered junction,Slight,51.499635,Daylight,Exeter,H1,-0.163378,1,2,Metropolitan Police,Dry,R3,30,09:12,Urban,W1,Motorcycle over 125cc and up to 500cc
200901BS70381,30-06-2021,Tuesday,JC_1,Crossroads,Serious,51.492714,Daylight,South Hams,H1,-0.157893,1,2,Metropolitan Police,Dry,R2,30,10:20,Urban,W1,Motorcycle over 500cc
200901BS70382,03-07-2021,Friday,JC_1,T or staggered junction,Slight,51.50191,Daylight,West Devon,H1,-0.159396,1,2,Metropolitan Police,Wet or damp,R2,30,05:15,Urban,W1,Car
200901BS70383,16-07-2021,Thursday,JC_1,T or staggered junction,Slight,51.486622,Daylight,Restormel,H1,-0.170814,1,1,Metropolitan Police,Dry,R2,30,09:00,Urban,W1,Car
200901BS70385,15-07-2021,Wednesday,JC_3,T or staggered junction,Slight,51.496862,Daylight,Carrick,H1,-0.204981,1,2,Metropolitan Police,Dry,R2,30,23:00,Urban,W1,Car
200901BS70387,15-07-2021,Wednesday,JC_1,T or staggered junction,Serious,51.487745,Darkness - lights lit,Teignbridge,H1,-0.167889,1,4,Metropolitan Police,Dry,R2,30,16:35,Urban,W2,Car
200901BS70388,11-07-2021,Saturday,JC_1,Not at junction or within 20 metres,Slight,51.523977,Daylight,East Devon,H1,-0.214006,1,2,Metropolitan Police,Dry,R4,30,01:25,Urban,W1,Motorcycle 50cc and under
200901BS70389,20-07-2021,Monday,JC_2,T or staggered junction,Slight,51.500736,Darkness - lights lit,Mid Devon,H1,-0.193735,1,1,Metropolitan Police,Dry,R2,30,16:12,Urban,W1,Car
200901BS70390,09-07-2021,Thursday,JC_1,Mini-roundabout,Slight,51.494521,Daylight,Mendip,H1,-0.158397,1,2,Metropolitan Police,Dry,R2,30,17:10,Urban,W1,Car
200901BS70392,18-07-2021,Saturday,JC_1,T or staggered junction,Slight,51.506189,Daylight,South Gloucestershire,H1,-0.209226,2,2,Metropolitan Police,Dry,R2,30,18:15,Urban,W1,Car
200901BS70394,20-07-2021,Monday,JC_1,Crossroads,Slight,51.492804,Daylight,North Somerset,H1,-0.15789,1,2,Metropolitan Police,Dry,R2,30,20:05,Urban,W1,Car
200901BS70395,20-07-2021,Monday,JC_1,T or staggered junction,Slight,51.493163,Darkness - lights lit,Sedgemoor,H1,-0.186687,1,2,Metropolitan Police,Dry,R2,30,08:45,Urban,W1,Car
200901BS70396,19-07-2021,Sunday,JC_1,T or staggered junction,Slight,51.486026,Daylight,Taunton Deane,H1,-0.161476,1,2,Metropolitan Police,Dry,R2,30,11:58,Urban,W1,Car
200901BS70397,02-07-2021,Thursday,JC_2,T or staggered junction,Slight,51.495197,Daylight,"Bristol, City of",H1,-0.178683,1,1,Metropolitan Police,Dry,R2,30,15:30,Urban,W1,Car
200901BS70398,16-07-2021,Thursday,JC_2,Crossroads,Slight,51.484361,Daylight,South Somerset,H1,-0.175802,2,2,Metropolitan Police,Dry,R2,30,18:25,Urban,W1,Car
200901BS70401,20-07-2021,Monday,JC_1,Crossroads,Slight,51.51742,Daylight,West Somerset,H1,-0.202732,1,2,Metropolitan Police,Dry,R2,30,07:38,Urban,W1,Car
200901BS70402,23-07-2021,Thursday,JC_3,Crossroads,Slight,51.494541,Daylight,Bath and North East Somerset,H1,-0.182743,1,2,Metropolitan Police,Dry,R2,30,17:08,Urban,W1,Car
200901BS70403,23-07-2021,Thursday,JC_3,T or staggered junction,Slight,51.486339,Daylight,Cotswold,H1,-0.18739,1,2,Metropolitan Police,Wet or damp,R2,30,18:00,Urban,W1,Motorcycle over 500cc
200901BS70404,13-07-2021,Monday,JC_3,Not at junction or within 20 metres,Slight,51.517371,Daylight,Gloucester,H1,-0.211238,2,2,Metropolitan Police,Dry,R3,30,19:30,Urban,W1,Car
200901BS70406,22-07-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.494281,Darkness - lights lit,Stroud,H1,-0.177567,1,1,Metropolitan Police,Dry,R2,30,18:08,Urban,W1,Motorcycle over 500cc
200901BS70407,22-07-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.478416,Daylight,Tewkesbury,H1,-0.180936,1,2,Metropolitan Police,Dry,R2,30,17:50,Urban,W1,Car
200901BS70408,21-07-2021,Tuesday,JC_1,T or staggered junction,Slight,51.517796,Daylight,Cheltenham,H1,-0.215545,1,2,Metropolitan Police,Wet or damp,R4,30,16:20,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70409,23-07-2021,Thursday,JC_1,T or staggered junction,Slight,51.496086,Daylight,Forest of Dean,H1,-0.207173,1,2,Metropolitan Police,Dry,R2,30,20:40,Urban,W1,Car
200901BS70410,05-07-2021,Sunday,JC_1,Roundabout,Slight,51.509629,Daylight,Swindon,H1,-0.193095,1,2,Metropolitan Police,Dry,R2,30,19:20,Urban,W1,Bus or coach (17 or more pass seats)
200901BS70412,26-07-2021,Sunday,JC_1,T or staggered junction,Slight,51.514399,Daylight,Wiltshire,H1,-0.199248,1,2,Metropolitan Police,Wet or damp,R2,30,20:51,Urban,W3,Car
200901BS70413,25-07-2021,Saturday,JC_2,T or staggered junction,Slight,51.493429,Darkness - lights lit,West Wiltshire,H1,-0.169101,1,1,Metropolitan Police,Dry,R2,30,17:25,Urban,W1,Motorcycle 50cc and under
200901BS70414,28-07-2021,Tuesday,JC_1,Crossroads,Serious,51.48896,Daylight,Salisbury,H1,-0.165103,1,2,Metropolitan Police,Dry,R2,30,09:45,Urban,W1,Car
200901BS70415,21-07-2021,Tuesday,JC_1,Crossroads,Slight,51.48024,Daylight,Kennet,H1,-0.182591,1,1,Metropolitan Police,Dry,R2,30,07:12,Urban,W3,Motorcycle over 500cc
200901BS70416,26-07-2021,Sunday,JC_2,T or staggered junction,Slight,51.495658,Daylight,North Wiltshire,H1,-0.173622,1,1,Metropolitan Police,Dry,R2,30,03:40,Urban,W1,Car
200901BS70417,28-07-2021,Tuesday,JC_1,T or staggered junction,Slight,51.480177,Darkness - lights lit,Bournemouth,H1,-0.178561,1,2,Metropolitan Police,Dry,R2,30,09:14,Urban,W1,Motorcycle over 500cc
200901BS70418,28-07-2021,Tuesday,JC_1,Crossroads,Slight,51.482416,Daylight,West Dorset,H1,-0.172135,1,2,Metropolitan Police,Dry,R2,30,08:03,Urban,W1,Car
200901BS70420,05-06-2021,Friday,JC_1,T or staggered junction,Slight,51.517796,Daylight,Poole,H1,-0.215545,1,2,Metropolitan Police,Dry,R4,30,18:54,Urban,W1,Motorcycle over 500cc
200901BS70422,28-07-2021,Tuesday,JC_1,T or staggered junction,Slight,51.498461,Daylight,East Dorset,H1,-0.157374,1,3,Metropolitan Police,Dry,R2,30,08:20,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70423,29-07-2021,Wednesday,JC_1,Roundabout,Slight,51.499443,Daylight,Christchurch,H1,-0.197388,1,2,Metropolitan Police,Wet or damp,R2,30,16:16,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70424,02-08-2021,Sunday,JC_2,Crossroads,Serious,51.490715,Daylight,Purbeck,H1,-0.19125,1,2,Metropolitan Police,Dry,R2,30,10:00,Urban,W1,Car
200901BS70425,29-07-2021,Wednesday,JC_2,T or staggered junction,Slight,51.483952,Daylight,North Dorset,H1,-0.184172,1,1,Metropolitan Police,Dry,R2,30,13:10,Urban,W1,Car
200901BS70426,27-07-2021,Monday,JC_2,Crossroads,Slight,51.495208,Daylight,Weymouth and Portland,H1,-0.179403,1,2,Metropolitan Police,Dry,R3,30,22:00,Urban,W1,Car
200901BS70427,29-07-2021,Wednesday,JC_1,T or staggered junction,Slight,51.499024,Darkness - lights lit,Flintshire,H1,-0.164555,1,2,Metropolitan Police,Wet or damp,R2,30,07:52,Urban,W1,Car
200901BS70428,14-07-2021,Tuesday,JC_1,Crossroads,Slight,51.499021,Daylight,Denbighshire,H1,-0.164411,1,2,Metropolitan Police,Dry,R2,30,13:50,Urban,W1,Car
200901BS70429,29-07-2021,Wednesday,JC_3,T or staggered junction,Slight,51.502116,Daylight,Wrexham,H1,-0.189934,1,1,Metropolitan Police,Dry,R2,30,18:00,Urban,W1,Car
200901BS70431,01-08-2021,Saturday,JC_1,T or staggered junction,Slight,51.502159,Daylight,Conwy,H1,-0.186906,1,2,Metropolitan Police,Dry,R2,30,10:20,Urban,W3,Car
200901BS70432,29-07-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.493134,Daylight,Gwynedd,H1,-0.156004,1,1,Metropolitan Police,Dry,R2,30,12:35,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70433,04-08-2021,Tuesday,JC_2,T or staggered junction,Slight,51.492747,Daylight,Isle of Anglesey,H1,-0.200533,1,2,Metropolitan Police,Dry,R3,30,14:55,Urban,W1,Car
200901BS70434,05-08-2021,Wednesday,JC_2,T or staggered junction,Slight,51.493431,Daylight,Caerphilly,H1,-0.169245,1,2,Metropolitan Police,Dry,R2,30,07:25,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70436,04-08-2021,Tuesday,JC_1,Crossroads,Slight,51.494177,Daylight,Torfaen,H1,-0.182469,1,2,Metropolitan Police,Dry,R2,30,19:12,Urban,W1,Car
200901BS70438,05-08-2021,Wednesday,JC_1,T or staggered junction,Slight,51.481486,Daylight,Newport,H1,-0.187583,2,2,Metropolitan Police,Dry,R2,30,08:30,Urban,W1,Car
200901BS70439,07-08-2021,Friday,JC_1,T or staggered junction,Slight,51.492829,Daylight,Blaeu Gwent,H1,-0.17676,1,2,Metropolitan Police,Dry,R2,30,15:15,Urban,W1,Car
200901BS70440,06-08-2021,Thursday,JC_3,T or staggered junction,Serious,51.503587,Daylight,Blaenau Gwent,H1,-0.215524,1,2,Metropolitan Police,Wet or damp,R2,30,20:20,Urban,W1,Car
200901BS70441,09-08-2021,Sunday,JC_1,T or staggered junction,Slight,51.49817,Darkness - lights lit,Monmouthshire,H1,-0.161708,1,1,Metropolitan Police,Dry,R2,30,16:00,Urban,W1,Motorcycle 50cc and under
200901BS70442,08-08-2021,Saturday,JC_1,Not at junction or within 20 metres,Slight,51.480114,Daylight,"Rhondda, Cynon, Taff",H1,-0.186053,1,2,Metropolitan Police,Dry,R2,30,00:15,Urban,W1,Car
200901BS70443,31-07-2021,Friday,JC_1,T or staggered junction,Serious,51.490623,Darkness - lights lit,Merthyr Tydfil,H1,-0.173679,1,1,Metropolitan Police,Dry,R2,30,13:35,Urban,W3,Car
200901BS70444,10-08-2021,Monday,JC_1,T or staggered junction,Slight,51.516171,Daylight,Cardiff,H1,-0.209267,1,2,Metropolitan Police,Dry,R2,30,09:30,Urban,W1,Motorcycle over 500cc
200901BS70445,31-07-2021,Friday,JC_2,T or staggered junction,Slight,51.483075,Daylight,The Vale of Glamorgan,H1,-0.185647,1,2,Metropolitan Police,Dry,R2,30,23:20,Urban,W1,Car
200901BS70446,06-08-2021,Thursday,JC_2,T or staggered junction,Slight,51.49217,Darkness - lights lit,Bridgend,H1,-0.157627,2,2,Metropolitan Police,Dry,R2,30,09:06,Urban,W1,Motorcycle over 500cc
200901BS70447,28-07-2021,Tuesday,JC_1,T or staggered junction,Slight,51.52198,Daylight,Neath Port Talbot,H1,-0.212787,1,3,Metropolitan Police,Dry,R2,30,12:46,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70448,31-07-2021,Friday,JC_2,T or staggered junction,Slight,51.494469,Daylight,Swansea,H1,-0.195567,1,2,Metropolitan Police,Dry,R3,30,07:38,Urban,W1,Car
200901BS70450,12-08-2021,Wednesday,JC_2,T or staggered junction,Slight,51.493429,Daylight,Carmarthenshire,H1,-0.169101,1,1,Metropolitan Police,Dry,R2,30,14:20,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70451,09-08-2021,Sunday,JC_1,Crossroads,Serious,51.492519,Daylight,Ceredigion,H1,-0.156893,1,1,Metropolitan Police,Dry,R1,30,03:30,Urban,W1,Car
200901BS70452,13-08-2021,Thursday,JC_3,Crossroads,Serious,51.494854,Darkness - lights lit,Pembrokeshire,H1,-0.203043,2,1,Metropolitan Police,Dry,R1,30,12:31,Urban,W1,Car
200901BS70454,16-08-2021,Sunday,JC_1,T or staggered junction,Serious,51.488673,Daylight,Powys,H1,-0.169724,1,2,Metropolitan Police,Dry,R2,30,17:13,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70455,07-08-2021,Friday,JC_2,Not at junction or within 20 metres,Slight,51.516807,Daylight,Highland,H1,-0.209674,1,1,Metropolitan Police,Dry,R2,30,22:22,Urban,W1,Car
200901BS70457,18-08-2021,Tuesday,JC_1,Crossroads,Slight,51.496896,Darkness - lights lit,Western Isles,H1,-0.16075,2,2,Metropolitan Police,Dry,R2,30,10:05,Urban,W1,Car
200901BS70458,18-08-2021,Tuesday,JC_3,Crossroads,Slight,51.495049,Daylight,Orkney Islands,H1,-0.174943,1,1,Metropolitan Police,Dry,R2,30,10:00,Urban,W1,Car
200901BS70459,12-08-2021,Wednesday,JC_1,T or staggered junction,Slight,51.480786,Daylight,Shetland Islands,H1,-0.177241,1,2,Metropolitan Police,Dry,R2,30,06:00,Urban,W1,Motorcycle over 500cc
200901BS70460,13-08-2021,Thursday,JC_1,Not at junction or within 20 metres,Slight,51.48448,Daylight,Moray,H1,-0.183431,1,2,Metropolitan Police,Dry,R2,30,18:00,Urban,W1,Motorcycle over 500cc
200901BS70461,12-08-2021,Wednesday,JC_3,T or staggered junction,Slight,51.483139,Daylight,Aberdeenshire,H1,-0.178155,2,1,Metropolitan Police,Dry,R2,30,17:45,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70462,17-08-2021,Monday,JC_1,T or staggered junction,Slight,51.48266,Daylight,Aberdeen City,H1,-0.170541,1,2,Metropolitan Police,Dry,R2,30,18:10,Urban,W1,Car
200901BS70464,18-08-2021,Tuesday,JC_1,Not at junction or within 20 metres,Slight,51.518471,Daylight,Angus,H1,-0.218546,1,1,Metropolitan Police,Dry,R2,30,09:06,Urban,W1,Car
200901BS70465,21-08-2021,Friday,JC_1,T or staggered junction,Slight,51.50806,Daylight,Perth and Kinross,H1,-0.202236,1,2,Metropolitan Police,Dry,R2,30,16:50,Urban,W1,Motorcycle over 125cc and up to 500cc
200901BS70466,20-08-2021,Thursday,JC_3,Crossroads,Slight,51.491921,Daylight,Dundee City,H1,-0.158934,1,1,Metropolitan Police,Dry,R2,30,06:38,Urban,W1,Car
200901BS70467,14-08-2021,Friday,JC_2,T or staggered junction,Slight,51.492655,Daylight,Fife,H1,-0.200393,4,4,Metropolitan Police,Dry,R3,30,00:20,Urban,W1,Goods over 3.5t. and under 7.5t
200901BS70468,21-08-2021,Friday,JC_3,Not at junction or within 20 metres,Slight,51.502951,Darkness - lights lit,"Edinburgh, City of",H1,-0.19163,1,2,Metropolitan Police,Dry,R2,30,13:27,Urban,W1,Car
200901BS70469,16-08-2021,Sunday,JC_1,Crossroads,Slight,51.522,Daylight,East Lothian,H1,-0.208173,1,1,Metropolitan Police,Dry,R2,30,18:30,Urban,W1,Car
200901BS70470,20-08-2021,Thursday,JC_1,Not at junction or within 20 metres,Slight,51.508127,Daylight,Scottish Borders,H1,-0.194884,1,2,Metropolitan Police,Dry,R1,30,19:35,Urban,W1,Car
200901BS70471,21-07-2021,Tuesday,JC_4,Crossroads,Slight,51.483253,Darkness - lights lit,West Lothian,H1,-0.185496,1,1,Metropolitan Police,Dry,R2,30,10:25,Urban,W1,Car
